CustomerID,Gender,Age,AnnualIncome,SpendingScore,TransactionsPerMonth,RecencyDays,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Cluster
56,0.0,60,71928,80,20,258,True,False,False,False,False,0
57,0.0,22,53960,66,34,237,False,True,False,False,False,3
58,0.0,50,37197,25,36,96,False,False,False,True,False,2
59,0.0,37,119456,91,21,128,False,False,False,False,False,1
60,0.0,47,74984,67,19,274,False,False,False,True,False,2
61,0.0,62,145635,87,35,311,False,False,False,False,False,1
62,0.0,25,21883,32,8,260,False,False,False,False,False,1
63,0.0,55,36651,17,22,334,False,False,False,False,True,4
64,0.0,34,105591,40,38,78,True,False,False,False,False,0
65,0.0,61,22812,84,18,349,False,False,False,False,True,4
66,0.0,18,115981,30,8,290,False,True,False,False,False,3
67,0.0,20,131176,59,2,176,False,False,True,False,False,1
68,0.0,63,26562,28,20,127,False,False,False,False,False,1
69,0.0,43,92549,47,5,198,False,False,False,False,False,1
70,0.0,48,148866,23,30,363,False,False,False,False,False,1
71,0.0,25,148160,83,18,204,False,False,False,False,True,4
72,0.0,60,90713,57,23,45,False,False,False,False,False,1
73,0.0,63,40469,89,2,349,False,False,False,False,False,1
74,0.0,25,69535,88,37,164,False,False,True,False,False,1
75,0.0,52,81300,1,32,98,True,False,False,False,False,0
76,0.0,56,137538,92,1,307,False,True,False,False,False,3
77,0.0,45,116765,29,39,243,False,False,False,True,False,2
78,0.0,68,114637,50,1,143,False,False,False,False,True,4
79,0.0,21,113523,64,31,137,False,True,False,False,False,3
80,0.0,33,108641,99,39,58,True,False,False,False,False,0
81,0.0,30,109003,81,8,269,False,True,False,False,False,3
82,0.0,37,102969,75,3,169,False,False,False,False,True,4
83,0.0,68,38217,37,12,108,False,False,True,False,False,1
84,0.0,22,116844,61,34,44,False,True,False,False,False,3
85,0.0,54,28989,7,25,86,True,False,False,False,False,0
86,0.0,37,57235,90,36,286,False,False,False,False,True,4
87,0.0,41,104895,87,7,77,True,False,False,False,False,0
88,0.0,53,90691,64,15,242,False,False,False,True,False,2
89,0.0,51,76850,18,21,224,False,True,False,False,False,3
90,0.0,62,148789,29,25,314,False,False,False,False,True,4
91,0.0,65,142688,98,38,339,False,True,False,False,False,3
92,0.0,51,132440,60,37,163,False,False,False,True,False,2
93,0.0,36,70442,54,16,122,False,False,False,False,False,1
94,0.0,34,93497,72,1,177,False,False,False,False,True,4
95,0.0,22,43983,21,37,187,False,False,False,True,False,2
96,0.0,42,27186,21,14,244,False,True,False,False,False,3
97,0.0,35,27506,58,34,221,False,False,False,False,True,4
98,0.0,67,136875,49,2,135,False,False,True,False,False,1
99,0.0,25,61026,36,31,35,False,False,False,True,False,2
100,0.0,44,66070,17,19,167,False,False,False,False,False,1
101,0.0,32,68951,80,19,262,True,False,False,False,False,0
102,0.0,62,115761,53,23,334,False,True,False,False,False,3
103,0.0,30,144272,15,30,220,True,False,False,False,False,0
104,0.0,33,149284,79,17,65,False,True,False,False,False,3
105,0.0,39,27791,40,2,110,False,False,False,False,True,4
106,0.0,37,81335,81,11,341,True,False,False,False,False,0
107,0.0,30,113133,51,14,9,False,False,False,False,False,1
108,0.0,37,92306,65,29,182,False,True,False,False,False,3
109,0.0,19,29893,13,19,43,True,False,False,False,False,0
110,0.0,52,45154,38,28,120,False,True,False,False,False,3
111,0.0,64,109854,74,1,306,False,False,True,False,False,1
112,0.0,36,70757,97,5,113,False,False,True,False,False,1
113,0.0,62,81387,26,34,319,True,False,False,False,False,0
114,0.0,54,60755,76,14,254,False,False,True,False,False,1
115,0.0,23,125469,83,19,231,False,False,False,False,False,1
116,0.0,31,33514,15,24,136,True,False,False,False,False,0
117,0.0,21,51358,5,17,168,False,False,False,False,True,4
118,0.0,39,107974,2,2,179,True,False,False,False,False,0
119,0.0,68,144858,78,31,254,False,False,False,False,True,4
120,0.0,56,122809,93,17,47,False,False,True,False,False,1
121,0.0,53,112992,65,8,142,True,False,False,False,False,0
122,0.0,51,43631,77,17,281,False,False,False,False,False,1
123,0.0,44,25807,60,38,85,False,False,True,False,False,1
124,0.0,24,91792,96,26,93,False,False,False,True,False,2
125,0.0,20,145550,98,7,159,False,False,True,False,False,1
126,0.0,64,100692,56,24,52,False,False,True,False,False,1
127,0.0,50,31908,78,30,260,False,False,False,False,True,4
128,0.0,19,44435,38,26,118,False,False,False,False,True,4
129,0.0,59,147815,57,30,46,False,False,False,False,False,1
130,0.0,33,89820,51,35,157,False,False,False,False,True,4
131,0.0,42,81716,41,2,193,False,False,False,True,False,2
132,0.0,32,50432,79,4,96,False,True,False,False,False,3
133,0.0,41,99974,70,5,257,False,True,False,False,False,3
134,0.0,32,120458,93,2,324,True,False,False,False,False,0
135,0.0,48,60510,83,31,187,False,False,False,True,False,2
136,0.0,31,34227,52,27,232,False,False,False,True,False,2
137,0.0,31,99801,1,24,254,False,False,False,True,False,2
138,0.0,23,104724,85,4,78,False,False,True,False,False,1
139,0.0,31,38604,18,28,180,False,True,False,False,False,3
140,0.0,34,114101,27,5,248,False,False,False,False,True,4
141,0.0,35,118124,92,27,334,False,False,False,False,False,1
142,0.0,37,127494,72,5,246,False,False,False,False,True,4
143,0.0,68,117610,95,5,130,False,False,True,False,False,1
144,0.0,34,102641,76,9,21,False,False,True,False,False,1
145,0.0,33,45790,42,27,285,False,True,False,False,False,3
146,0.0,57,144573,6,4,76,False,True,False,False,False,3
147,0.0,56,108894,90,24,338,False,False,False,False,True,4
148,0.0,69,50944,80,27,160,True,False,False,False,False,0
149,0.0,49,42187,94,1,169,False,False,False,False,True,4
150,0.0,61,72546,83,32,278,False,False,False,True,False,2
151,0.0,26,24025,82,16,140,False,True,False,False,False,3
152,0.0,44,113691,24,23,313,False,False,False,True,False,2
153,0.0,63,44512,45,28,8,True,False,False,False,False,0
154,0.0,69,35907,84,20,156,False,False,False,True,False,2
155,0.0,50,100005,71,17,313,True,False,False,False,False,0
156,0.0,27,57924,7,36,181,False,True,False,False,False,3
157,0.0,34,67196,16,8,214,False,False,False,False,True,4
158,0.0,66,34410,58,18,204,False,False,False,False,False,1
159,0.0,66,63763,57,13,241,False,True,False,False,False,3
160,0.0,53,79574,42,9,17,False,False,False,False,True,4
161,0.0,34,123116,14,37,277,False,False,False,False,False,1
162,0.0,35,28650,56,30,51,False,False,False,True,False,2
163,0.0,69,68826,12,28,212,False,False,True,False,False,1
164,0.0,40,46277,93,18,54,False,False,True,False,False,1
165,0.0,51,77970,15,20,316,False,False,True,False,False,1
166,0.0,25,22456,8,36,44,False,False,False,False,False,1
167,0.0,30,36590,58,19,333,True,False,False,False,False,0
168,0.0,40,47892,53,5,233,False,False,True,False,False,1
169,0.0,37,37740,9,34,29,False,False,True,False,False,1
170,0.0,39,65728,46,17,171,True,False,False,False,False,0
171,0.0,64,31788,92,28,61,False,False,False,False,False,1
172,0.0,69,109381,91,36,61,False,False,False,False,False,1
173,0.0,40,92692,7,38,328,True,False,False,False,False,0
174,0.0,58,132569,44,30,20,False,True,False,False,False,3
175,0.0,52,28151,14,18,56,True,False,False,False,False,0
176,0.0,20,46515,75,6,176,False,False,False,False,True,4
177,0.0,51,30987,96,26,330,False,False,False,False,True,4
178,0.0,50,98096,92,15,249,False,True,False,False,False,3
179,0.0,63,75674,6,1,204,False,False,False,True,False,2
180,0.0,34,88209,35,17,184,False,True,False,False,False,3
181,0.0,62,67767,70,31,46,False,False,False,False,True,4
182,0.0,36,135737,61,2,45,True,False,False,False,False,0
183,0.0,47,92359,24,36,42,False,False,False,False,False,1
184,0.0,40,137279,73,35,8,False,False,False,False,True,4
185,0.0,32,59644,2,27,340,True,False,False,False,False,0
186,0.0,31,113901,78,3,14,False,False,False,True,False,2
187,0.0,19,138692,51,20,229,False,False,False,False,True,4
188,0.0,56,58741,31,8,282,False,False,False,False,False,1
189,0.0,66,85121,94,29,102,False,False,False,True,False,2
190,0.0,35,93818,27,8,297,False,False,False,False,True,4
191,0.0,23,61435,31,27,237,False,False,False,False,True,4
192,0.0,49,28056,70,26,29,False,False,False,False,False,1
193,0.0,38,120350,43,39,191,False,False,True,False,False,1
194,0.0,57,147701,82,10,269,False,False,False,False,True,4
195,0.0,45,107227,52,30,354,False,False,False,False,True,4
196,0.0,44,126040,14,33,303,False,False,False,False,True,4
197,0.0,19,121994,59,36,216,False,True,False,False,False,3
198,0.0,50,114137,20,20,248,False,True,False,False,False,3
199,0.0,33,72418,52,4,277,False,False,False,False,False,1
200,0.0,56,106549,75,23,351,True,False,False,False,False,0
201,0.0,39,55513,40,29,12,False,False,False,True,False,2
202,0.0,60,108943,68,32,106,False,True,False,False,False,3
203,0.0,64,44660,44,37,24,False,False,False,False,False,1
204,0.0,30,22639,6,37,277,False,True,False,False,False,3
205,0.0,19,106856,87,26,4,False,False,False,True,False,2
206,0.0,31,85612,57,5,281,True,False,False,False,False,0
207,0.0,55,92009,58,24,8,False,True,False,False,False,3
208,0.0,58,30622,72,2,164,False,False,True,False,False,1
209,0.0,45,138192,30,15,290,True,False,False,False,False,0
210,0.0,24,38808,52,8,114,True,False,False,False,False,0
211,0.0,35,75636,11,37,50,False,True,False,False,False,3
212,0.0,58,90832,47,37,238,False,False,False,True,False,2
213,0.0,53,42951,5,14,347,False,True,False,False,False,3
214,0.0,58,108006,3,5,284,False,False,False,False,True,4
215,0.0,53,136909,15,9,62,False,False,False,False,True,4
216,0.0,61,85941,2,22,349,True,False,False,False,False,0
217,0.0,21,136817,2,30,127,False,False,False,False,True,4
218,0.0,47,65076,72,33,221,False,False,False,False,True,4
219,0.0,41,141522,54,38,202,False,False,False,False,True,4
220,0.0,37,35345,46,37,300,False,False,False,True,False,2
221,0.0,63,20397,94,38,160,False,False,True,False,False,1
222,0.0,48,34665,41,7,8,False,False,False,False,True,4
223,0.0,41,34560,69,3,125,False,False,False,True,False,2
224,0.0,24,46376,30,32,90,False,False,False,False,True,4
225,0.0,43,39857,44,36,244,False,False,True,False,False,1
226,0.0,30,84268,10,19,195,False,True,False,False,False,3
227,0.0,25,118042,97,31,106,True,False,False,False,False,0
228,0.0,22,128304,88,30,206,False,False,False,False,False,1
229,0.0,61,123293,83,37,71,False,True,False,False,False,3
230,0.0,30,40310,30,25,357,False,False,True,False,False,1
231,0.0,46,38328,89,13,32,False,False,True,False,False,1
232,0.0,37,61397,75,12,166,True,False,False,False,False,0
233,0.0,31,58159,49,9,212,False,False,False,False,True,4
234,0.0,49,140087,35,9,10,False,False,False,False,False,1
235,0.0,67,118526,65,27,335,False,False,False,False,False,1
236,0.0,44,70762,17,31,198,False,False,False,False,False,1
237,0.0,42,93366,31,6,247,False,True,False,False,False,3
238,0.0,69,79304,70,29,217,False,False,True,False,False,1
239,0.0,21,68998,77,30,129,False,False,False,False,False,1
240,0.0,38,139292,52,38,198,False,False,False,True,False,2
241,0.0,35,84853,26,11,333,False,False,False,False,False,1
242,0.0,56,122304,5,6,75,False,False,False,False,True,4
243,0.0,32,39048,14,39,90,False,True,False,False,False,3
244,0.0,55,70217,51,31,281,False,False,False,True,False,2
245,0.0,65,66255,15,35,52,False,False,False,True,False,2
246,0.0,69,107284,12,12,308,False,False,True,False,False,1
247,0.0,41,78620,46,6,12,True,False,False,False,False,0
248,0.0,25,90929,64,26,46,False,False,False,False,True,4
249,0.0,45,141790,72,37,137,False,False,False,False,True,4
250,0.0,38,43885,59,32,301,False,False,False,False,True,4
251,0.0,33,86139,95,4,292,False,False,False,False,False,1
252,0.0,33,139818,26,3,137,True,False,False,False,False,0
253,0.0,52,91831,29,2,97,False,True,False,False,False,3
254,0.0,34,61148,4,20,162,False,False,True,False,False,1
255,0.0,26,27103,50,19,88,False,True,False,False,False,3
256,0.0,52,45251,92,39,53,False,False,False,True,False,2
257,0.0,69,135325,25,12,109,False,False,False,False,True,4
258,0.0,46,34546,40,36,45,True,False,False,False,False,0
259,0.0,56,144876,32,28,353,False,True,False,False,False,3
260,0.0,35,35456,75,9,161,False,True,False,False,False,3
261,0.0,29,38228,37,11,285,False,False,False,False,True,4
262,0.0,36,100210,10,30,304,False,False,False,True,False,2
263,0.0,65,20046,38,2,82,False,False,False,True,False,2
264,0.0,39,86355,61,38,315,False,False,False,False,True,4
265,0.0,66,56575,27,38,318,False,True,False,False,False,3
266,0.0,69,104942,81,33,255,False,False,False,True,False,2
267,0.0,32,21080,7,7,291,False,True,False,False,False,3
268,0.0,18,88682,73,21,315,False,False,False,False,False,1
269,0.0,19,135965,99,12,187,True,False,False,False,False,0
270,0.0,25,97462,9,21,89,False,False,False,False,True,4
271,0.0,39,35930,59,23,25,False,False,True,False,False,1
272,0.0,42,133476,36,6,53,False,False,True,False,False,1
273,0.0,19,100823,30,14,78,False,False,False,False,True,4
274,0.0,68,59509,95,32,114,False,False,False,True,False,2
275,0.0,26,120521,19,13,348,True,False,False,False,False,0
276,0.0,26,139953,41,27,312,False,False,False,True,False,2
277,0.0,30,88422,55,11,258,False,False,True,False,False,1
278,0.0,23,98880,87,32,145,False,False,False,False,False,1
279,0.0,47,107554,84,3,196,False,False,False,False,True,4
280,0.0,32,61755,6,2,304,False,False,True,False,False,1
281,0.0,68,72480,88,30,348,False,False,True,False,False,1
282,0.0,32,27293,22,2,102,False,False,False,True,False,2
283,0.0,67,88542,70,39,290,False,False,False,False,True,4
284,0.0,24,80528,24,29,352,True,False,False,False,False,0
285,0.0,28,125262,62,22,169,False,False,False,True,False,2
286,0.0,57,44356,42,25,95,False,False,False,False,True,4
287,0.0,55,128885,22,19,262,False,True,False,False,False,3
288,0.0,57,56911,82,16,262,False,False,True,False,False,1
289,0.0,19,34699,16,17,28,False,True,False,False,False,3
290,0.0,68,48434,13,27,136,True,False,False,False,False,0
291,0.0,65,74669,37,19,129,False,True,False,False,False,3
292,0.0,56,37602,52,30,336,True,False,False,False,False,0
293,0.0,27,60786,24,14,274,False,False,False,False,True,4
294,0.0,61,29952,83,32,222,False,False,False,False,False,1
295,0.0,34,61684,84,23,336,False,False,False,False,False,1
296,0.0,24,136032,91,36,123,False,False,False,False,True,4
297,0.0,57,50489,17,10,92,False,False,False,True,False,2
298,0.0,56,52905,16,38,11,False,False,True,False,False,1
299,0.0,21,73602,1,29,6,True,False,False,False,False,0
300,0.0,52,66924,85,11,228,False,True,False,False,False,3
301,0.0,68,33381,91,38,22,False,False,False,False,False,1
302,0.0,64,139594,1,15,215,False,True,False,False,False,3
303,0.0,53,99429,30,32,284,False,True,False,False,False,3
304,0.0,48,48130,84,27,115,False,True,False,False,False,3
305,0.0,42,50415,24,38,214,False,False,False,True,False,2
306,0.0,58,69128,46,1,141,False,False,True,False,False,1
307,0.0,30,104679,2,14,179,False,False,False,False,False,1
308,0.0,35,118362,15,3,1,False,True,False,False,False,3
309,0.0,38,135458,29,30,29,False,True,False,False,False,3
310,0.0,65,20388,99,31,298,False,False,False,True,False,2
311,0.0,18,97652,62,1,285,False,False,False,False,False,1
312,0.0,53,39806,13,14,350,False,False,False,True,False,2
313,0.0,67,84333,83,36,316,False,True,False,False,False,3
314,0.0,25,125316,65,36,105,True,False,False,False,False,0
315,0.0,69,130930,45,15,162,False,False,False,False,False,1
316,0.0,65,24852,47,38,40,False,True,False,False,False,3
317,0.0,38,135283,16,25,349,False,False,True,False,False,1
318,0.0,60,28627,3,14,222,False,False,False,True,False,2
319,0.0,69,78817,70,24,52,True,False,False,False,False,0
320,0.0,38,49048,95,2,64,False,False,False,True,False,2
321,0.0,44,120286,5,34,4,False,False,False,False,True,4
322,0.0,36,112550,26,23,18,False,False,True,False,False,1
323,0.0,40,133120,92,8,342,False,False,False,False,True,4
324,0.0,68,96596,15,5,10,False,False,False,False,True,4
325,0.0,67,130705,73,29,270,False,True,False,False,False,3
326,0.0,68,146697,55,33,351,True,False,False,False,False,0
327,0.0,60,78117,22,20,99,False,False,False,True,False,2
328,0.0,52,144806,37,16,302,False,True,False,False,False,3
329,0.0,57,128715,85,37,194,False,False,True,False,False,1
330,0.0,69,28209,29,37,317,False,False,False,True,False,2
331,0.0,68,73482,26,24,34,False,False,False,False,True,4
332,0.0,59,58197,70,29,349,False,True,False,False,False,3
333,0.0,65,97694,11,35,326,False,False,True,False,False,1
334,0.0,22,38076,20,9,65,False,False,True,False,False,1
335,0.0,69,137458,84,22,163,False,False,False,True,False,2
336,0.0,58,89912,91,20,176,False,False,False,False,True,4
337,0.0,25,139614,70,4,47,False,False,False,True,False,2
338,0.0,28,105187,33,36,218,False,False,False,True,False,2
339,0.0,33,78482,30,12,221,False,False,False,True,False,2
340,0.0,56,109484,50,23,11,False,True,False,False,False,3
341,0.0,64,38079,34,39,190,True,False,False,False,False,0
342,0.0,41,33978,5,8,86,False,False,True,False,False,1
343,0.0,38,70738,80,10,33,False,True,False,False,False,3
344,0.0,69,32705,12,23,95,False,False,False,True,False,2
345,0.0,40,46907,76,29,330,True,False,False,False,False,0
346,0.0,66,73832,75,32,181,False,False,False,False,True,4
347,0.0,55,107367,52,14,284,False,False,False,True,False,2
348,0.0,64,74612,51,16,23,True,False,False,False,False,0
349,0.0,25,129165,21,39,49,False,False,False,False,True,4
350,0.0,24,93501,71,17,332,False,False,False,True,False,2
351,0.0,19,136956,58,20,221,False,False,True,False,False,1
352,0.0,47,30248,98,12,2,False,False,False,False,False,1
353,0.0,30,66988,64,9,77,False,False,False,False,False,1
354,0.0,40,109169,93,8,356,False,False,True,False,False,1
355,0.0,46,115039,6,37,111,True,False,False,False,False,0
356,0.0,55,27461,98,21,154,False,False,False,False,False,1
357,0.0,54,46998,49,32,145,False,False,False,True,False,2
358,0.0,37,32821,72,37,299,False,False,False,False,True,4
359,0.0,50,39870,37,18,97,False,False,True,False,False,1
360,0.0,46,33410,10,29,315,False,True,False,False,False,3
361,0.0,67,107721,80,7,214,False,False,False,False,False,1
362,0.0,32,39133,66,37,322,True,False,False,False,False,0
363,0.0,40,109705,56,6,74,False,False,True,False,False,1
364,0.0,59,43359,83,20,295,False,False,False,True,False,2
365,0.0,20,81385,71,9,26,False,False,False,False,False,1
366,0.0,54,47400,66,9,222,False,False,False,False,False,1
367,0.0,46,54173,45,8,203,False,False,True,False,False,1
368,0.0,62,144766,87,17,278,False,True,False,False,False,3
369,0.0,25,31179,95,24,344,False,False,True,False,False,1
370,0.0,39,121879,68,23,29,False,True,False,False,False,3
371,0.0,46,81886,64,33,115,False,False,True,False,False,1
372,0.0,19,55495,16,22,266,False,False,False,False,True,4
373,0.0,58,26487,10,22,110,False,False,False,False,True,4
374,0.0,66,34760,21,27,153,False,False,True,False,False,1
375,0.0,67,147600,92,2,118,False,False,False,True,False,2
376,0.0,62,111975,12,31,123,False,True,False,False,False,3
377,0.0,18,112465,13,13,205,False,False,False,True,False,2
378,0.0,61,91827,81,2,322,False,False,False,False,False,1
379,0.0,37,113008,82,7,251,False,False,True,False,False,1
380,0.0,69,49403,10,11,134,False,False,False,True,False,2
381,0.0,38,88037,92,26,252,False,False,False,True,False,2
382,0.0,54,135625,13,21,1,False,False,False,False,False,1
383,0.0,25,128576,34,15,284,False,False,True,False,False,1
384,0.0,44,21755,59,16,214,False,False,False,True,False,2
385,0.0,64,148500,49,9,124,True,False,False,False,False,0
386,0.0,52,56158,6,21,197,False,True,False,False,False,3
387,0.0,23,91352,12,6,20,True,False,False,False,False,0
388,0.0,62,103136,29,1,332,False,False,False,True,False,2
389,0.0,61,52616,77,31,347,False,False,False,True,False,2
390,0.0,36,135891,26,5,314,True,False,False,False,False,0
391,0.0,35,87426,68,37,169,False,False,False,True,False,2
392,0.0,18,96759,79,26,98,False,False,False,True,False,2
393,0.0,42,132133,16,1,146,False,True,False,False,False,3
394,0.0,44,44966,53,1,162,False,False,True,False,False,1
395,0.0,24,27688,19,29,66,False,True,False,False,False,3
396,0.0,61,124804,47,22,245,False,True,False,False,False,3
397,0.0,59,59484,90,38,359,False,False,False,False,True,4
398,0.0,46,79855,32,19,321,False,False,False,False,True,4
399,0.0,48,47553,70,28,126,False,False,False,True,False,2
400,0.0,61,89282,70,5,220,False,False,False,False,False,1
401,0.0,60,77442,61,21,361,False,True,False,False,False,3
402,0.0,53,38579,5,22,283,True,False,False,False,False,0
403,0.0,36,139353,59,20,30,True,False,False,False,False,0
404,0.0,23,33014,2,12,86,False,False,False,False,True,4
405,0.0,42,68443,2,6,332,False,False,False,True,False,2
406,0.0,48,61961,3,29,256,False,True,False,False,False,3
407,0.0,26,76501,70,35,225,False,False,True,False,False,1
408,0.0,37,78914,95,11,297,False,False,False,True,False,2
409,0.0,27,139086,43,33,240,False,False,False,False,True,4
410,0.0,54,56397,5,25,257,False,False,False,False,True,4
411,0.0,44,93302,50,14,133,False,False,False,True,False,2
412,0.0,30,91683,10,29,133,True,False,False,False,False,0
413,0.0,58,133417,27,13,71,False,False,False,True,False,2
414,0.0,19,132746,24,15,340,False,False,False,True,False,2
415,0.0,67,67178,22,8,282,False,False,True,False,False,1
416,0.0,38,21063,89,33,305,False,False,True,False,False,1
417,0.0,50,94366,3,11,326,True,False,False,False,False,0
418,0.0,41,129238,16,15,90,True,False,False,False,False,0
419,0.0,61,29334,30,21,317,True,False,False,False,False,0
420,0.0,59,95848,43,36,259,False,False,True,False,False,1
421,0.0,51,45127,4,6,167,False,False,True,False,False,1
422,0.0,26,56043,40,25,78,False,False,False,False,True,4
423,0.0,19,86512,16,1,177,False,False,False,False,False,1
424,0.0,47,130687,72,33,270,False,False,False,False,True,4
425,0.0,39,146230,88,39,20,False,True,False,False,False,3
426,0.0,63,129710,16,32,137,False,False,False,True,False,2
427,0.0,28,97275,91,2,191,False,False,False,True,False,2
428,0.0,60,145811,66,25,262,False,False,False,False,False,1
429,0.0,34,24069,55,33,102,False,False,True,False,False,1
430,0.0,53,148167,20,38,105,False,False,False,True,False,2
431,0.0,30,146865,51,11,299,False,False,False,False,True,4
432,0.0,24,35604,84,19,320,False,False,True,False,False,1
433,0.0,33,34612,84,25,97,False,False,False,False,False,1
434,0.0,50,69102,83,28,300,False,False,False,True,False,2
435,0.0,62,59170,57,10,5,False,False,True,False,False,1
436,0.0,18,65101,51,31,141,False,False,False,True,False,2
437,0.0,28,85881,18,16,143,False,False,False,False,True,4
438,0.0,23,57710,77,18,237,False,False,False,False,False,1
439,0.0,37,104862,81,22,184,False,False,False,True,False,2
440,0.0,52,142092,59,35,201,False,False,False,False,True,4
441,0.0,61,135764,97,12,346,False,False,False,True,False,2
442,0.0,54,29363,28,28,30,False,False,False,False,True,4
443,0.0,58,23770,69,9,312,False,False,True,False,False,1
444,0.0,43,140340,28,30,124,False,False,False,False,False,1
445,0.0,29,64121,89,18,324,False,False,True,False,False,1
446,0.0,47,93960,84,24,125,False,False,False,True,False,2
447,0.0,45,31990,85,19,303,False,False,False,False,False,1
448,0.0,44,93584,13,14,284,False,True,False,False,False,3
449,0.0,59,114258,6,2,293,False,True,False,False,False,3
450,0.0,36,147640,29,11,330,False,False,False,False,False,1
451,0.0,22,130403,9,26,73,False,False,True,False,False,1
452,0.0,22,64659,29,8,251,True,False,False,False,False,0
453,0.0,58,52137,38,3,127,False,False,False,False,False,1
454,0.0,44,35573,65,15,292,False,False,False,False,True,4
455,0.0,45,36834,56,13,222,False,True,False,False,False,3
456,0.0,43,29554,30,16,331,False,False,False,False,False,1
457,0.0,44,118654,96,22,153,False,False,False,False,False,1
458,0.0,69,112808,59,33,331,False,False,False,False,False,1
459,0.0,66,127804,87,2,297,False,False,False,False,True,4
460,0.0,59,122308,58,29,183,False,False,True,False,False,1
461,0.0,38,96653,10,34,69,True,False,False,False,False,0
462,0.0,18,106598,21,16,219,False,False,False,False,True,4
463,0.0,45,102164,56,14,57,True,False,False,False,False,0
464,0.0,65,73797,26,39,3,False,True,False,False,False,3
465,0.0,32,33015,15,5,304,True,False,False,False,False,0
466,0.0,34,24734,81,18,59,True,False,False,False,False,0
467,0.0,43,131175,35,26,292,False,True,False,False,False,3
468,0.0,37,79617,89,10,183,False,False,False,False,True,4
469,0.0,42,100698,15,6,79,False,False,False,False,True,4
470,0.0,30,69592,97,14,333,False,True,False,False,False,3
471,0.0,50,130041,75,2,169,False,False,False,False,True,4
472,0.0,42,95195,88,27,74,False,False,True,False,False,1
473,0.0,25,140603,6,9,59,False,False,False,True,False,2
474,0.0,22,102331,28,13,162,True,False,False,False,False,0
475,0.0,23,53581,63,21,30,False,False,False,False,True,4
476,0.0,40,48917,29,2,89,True,False,False,False,False,0
